PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA162372840	sunitinib	SU11248,Sunitinib malate,Sutent	SU-11248,sunitinib		Drug/Small Molecule	DailyMed:43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c,HET:B49,TTD:DCL000646,bindingDb:4814,chebi:38940,chemSpider:4486264,clinicalTrials:NCT00381641,clinicalTrials:NCT00936832,clinicalTrials:NCT00967603,clinicalTrials:NCT01098903,clinicalTrials:NCT01176799,clinicalTrials:NCT01286896,dpd:2280795,drugBank:DB01268,keggDrug:D06402,ndc:0069-0550-38,pdb:B49,pubChemCompound:5329102,pubChemSubstance:14830382,pubChemSubstance:46507140,url:http://en.wikipedia.org/wiki/Sunitinib	CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C	No	ATC:L01XE(Protein kinase inhibitors),MeSH:C473478(sunitinib),NDFRT:N0000171744(SUNITINIB),RxNorm:357977(sunitinib),UMLS:C1176020(sunitinib)
PA162372878	dasatinib	BMS-354825,dasatinib	Sprycel		Drug/Small Molecule	DailyMed:4764f37b-c9e6-4ede-bcc2-8a03b7c521df,TTD:DAP000004,bindingDb:13216,chebi:49375,chemSpider:2323020,clinicalTrials:NCT00452673,clinicalTrials:NCT00549848,drugBank:DB01254,keggDrug:D03658,ndc:0003-0527-11,pubChemCompound:3062316,pubChemSubstance:10061134,pubChemSubstance:46505143,url:http://en.wikipedia.org/wiki/Dasatinib	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl	No	ATC:L01XE(Protein kinase inhibitors),MeSH:C488369(dasatinib),NDFRT:N0000176043(DASATINIB),RxNorm:475342(dasatinib),UMLS:C1455147(dasatinib)
PA162373091	panitumumab	ABX-EGF,panitumumab	Vectibix		Drug/Small Molecule	DailyMed:e0fa4bca-f245-4d92-ae29-b0c630a315c2,TTD:DNC000135,clinicalTrials:NCT00836277,drugBank:DB01269,ndc:55513-954-01,uniProtKb:P01859,url:http://en.wikipedia.org/wiki/Panitumumab		No	ATC:L01XC(Monoclonal antibodies),NDFRT:N0000176064(PANITUMUMAB),RxNorm:263034(panitumumab),UMLS:C0879427(panitumumab)
PA162565876	perazine				Drug/Small Molecule		CN1CCN(CC1)CCCN2c3ccccc3Sc4c2cccc4	No	ATC:N05AB(Phenothiazines with piperazine structure),NDFRT:N0000167278(Perazine [Chemical/Ingredient]),RxNorm:8042(Perazine),UMLS:C0030969(Perazine)
PA162565877	amisulpride	Aminosultopride,amisulpride	Deniban,Solian		Drug/Small Molecule	TTD:DAP000848,chemSpider:2074,drugBank:DB06288,pubChemCompound:2159,pubChemSubstance:99443244,url:http://en.wikipedia.org/wiki/Amisulpride	CCN1CCCC1CNC(=O)c2cc(c(cc2OC)N)S(=O)(=O)CC	No	ATC:N05AL(Benzamides),MeSH:C012052(sultopride),RxNorm:46303(Amisulpride),UMLS:C0103045(Amisulpride)
PA162565878	fluspirilene	Fluspirileno [inn-spanish],Fluspirilenum [inn-latin]	Imap,Lopac-F-100,Redeptin		Drug/Small Molecule	TTD:DAP000980,bindingDb:26948,chemSpider:3279,drugBank:DB04842,iupharLigand:85,keggDrug:D02629,pubChemCompound:3396,pubChemSubstance:159093,pubChemSubstance:46508202,url:http://en.wikipedia.org/wiki/Fluspirilene	c1ccc(cc1)N2CNC(=O)C23CCN(CC3)CCCC(c4ccc(cc4)F)c5ccc(cc5)F	No	ATC:N05AG(Diphenylbutylpiperidine derivatives),NDFRT:N0000167366(Fluspirilene [Chemical/Ingredient]),RxNorm:4507(Fluspirilene),UMLS:C0016383(Fluspirilene)
PA162630444	eszopiclone	Esopiclone	Estorra,Lunesta		Drug/Small Molecule	DailyMed:6f5724ab-6f5b-448d-ab7e-4f8bc24dab1a,TTD:DAP000933,bindingDb:26265,chebi:53760,chemSpider:839530,drugBank:DB00402,ndc:0339-4162-11,pubChemCompound:969472,pubChemSubstance:46505809,pubChemSubstance:734464,url:http://en.wikipedia.org/wiki/Eszopiclone		No	ATC:N05CF(Benzodiazepine related drugs),MeSH:C515051(eszopiclone),NDFRT:N0000023088(ESZOPICLONE),RxNorm:461016(Eszopiclone),UMLS:C1436328(Eszopiclone)
PA163518919	paliperidone	9-Hydroxyrisperidone	Invega		Drug/Small Molecule	DailyMed:7b8e5b26-b9e4-4704-921b-3c3c0d159916,TTD:DAP000847,chemSpider:103109,drugBank:DB01267,keggDrug:D05339,ndc:50458-554-01,pubChemCompound:115237,pubChemSubstance:14905143,pubChemSubstance:46506296,url:http://en.wikipedia.org/wiki/Paliperidone		No	ATC:N05AX(Other antipsychotics),MeSH:C079150(9-hydroxy-risperidone),NDFRT:N0000176080(PALIPERIDONE),RxNorm:679314(paliperidone),UMLS:C1741604(paliperidone)
PA163522137	oxatomide				Drug/Small Molecule		c1ccc(cc1)C(c2ccccc2)N3CCN(CC3)CCCn4c5ccccc5[nH]c4=O	No	ATC:R06AE(Piperazine derivatives),RxNorm:54236(oxatomide),UMLS:C0134337(oxatomide)
PA163522138	ouabain	G-Strophanthin,Ouabagenin L-Rhamnoside,Ouabain Octahydrate,Ouabain, Octahydrate,Ouabaine,Strophanthin G,Strophanthin-G	Acocantherin,Astrobain,G-Strophicor,Gratibain,Gratus Strophanthin,Kombetin,Purostrophan,Rectobaina,Solufantina,Strodival,Strophalen,Strophoperm,Strophosan,Uabaina,Uabanin		Drug/Small Molecule	TTD:DAP000465,chebi:472805,chemSpider:388599,drugBank:DB01092,keggCompound:C01443,keggDrug:D00112,pubChemCompound:439501,pubChemSubstance:4621,pubChemSubstance:46505479,url:http://en.wikipedia.org/wiki/Ouabain		No	NDFRT:N0000168453(Ouabain [Chemical/Ingredient]),RxNorm:7762(Ouabain),UMLS:C0029904(Ouabain)
PA163522472	darunavir	AIDS073035,Darunavirum [INN-latin],TMC-114,TMC114,UIC-94017	Prezista		Drug/Small Molecule	DailyMed:814301f9-c990-46a5-b481-2879a521a16f,TTD:DAP001086,bindingDb:8125,chebi:367163,chemSpider:184733,clinicalTrials:NCT01073761,dpd:2284057,drugBank:DB01264,keggDrug:D03656,ndc:59676-563-01,pubChemCompound:213039,pubChemSubstance:17397753,pubChemSubstance:46506908,url:http://en.wikipedia.org/wiki/Darunavir		No	ATC:J05AE(Protease inhibitors),MeSH:C482292(darunavir),NDFRT:N0000175996(DARUNAVIR),RxNorm:460132(darunavir),UMLS:C1435444(darunavir)
PA163522473	tipranavir	TPV,tipranavir	Aptivus		Drug/Small Molecule	HET:TPV,TTD:DAP001085,bindingDb:558,chemSpider:58539,clinicalTrials:NCT00207948,dpd:2273322,drugBank:DB00932,pdb:TPV,pubChemCompound:65027,pubChemSubstance:206974,pubChemSubstance:46506257,url:http://en.wikipedia.org/wiki/Tipranavir		No	ATC:J05AE(Protease inhibitors),MeSH:C107201(tipranavir),NDFRT:N0000023100(TIPRANAVIR),RxNorm:190548(tipranavir),UMLS:C0663733(tipranavir)
PA164712302	2-amino-1-phenylethanol derivatives				Drug Class			No	ATC:C04AA(2-amino-1-phenylethanol derivatives)
PA164712303	3-oxoandrosten (4) derivatives				Drug Class			No	ATC:G03BA(3-oxoandrosten (4) derivatives)
PA164712304	5-androstanon (3) derivatives				Drug Class			No	ATC:G03BB(5-androstanon (3) derivatives)
PA164712305	ACE inhibitors and calcium channel blockers				Drug Class			No	ATC:C09BB(ACE inhibitors and calcium channel blockers)
PA164712306	ACE inhibitors and diuretics				Drug Class			No	ATC:C09BA(ACE inhibitors and diuretics)
PA164712307	Ace Inhibitors, Combinations				Drug Class			No	ATC:C09B(Ace Inhibitors, Combinations)
PA164712308	Ace Inhibitors, Plain	Ace Inhibitor			Drug Class			No	ATC:C09A(Ace Inhibitors, Plain),ATC:C09AA(ACE inhibitors, plain)
PA164712309	Acetic acid derivatives and related substances				Drug Class			No	ATC:M01AB(Acetic acid derivatives and related substances)
PA164712310	Acid preparations				Drug Class			No	ATC:A09AB(Acid preparations)
PA164712311	Acidifiers				Drug Class			No	ATC:G04BA(Acidifiers)
PA164712312	Acridine derivatives				Drug Class			No	ATC:D08AA(Acridine derivatives)
PA164712313	Acth				Drug Class			No	ATC:H01AA(Acth),NDFRT:N0000006478(Adrenocorticotropic Hormone [Chemical/Ingredient]),UMLS:C0001655(Corticotropin)
PA164712314	Actinomycines				Drug Class			No	ATC:L01DA(Actinomycines)
PA164712315	Adamantane derivatives				Drug Class			No	ATC:N04BB(Adamantane derivatives)
PA164712316	Adrenergic and dopaminergic agents				Drug Class			No	ATC:C01CA(Adrenergic and dopaminergic agents)
PA164712317	Adrenergics For Systemic Use				Drug Class			No	ATC:R03C(Adrenergics For Systemic Use)
PA164712318	Adrenergics and other drugs for obstructive airway diseases				Drug Class			No	ATC:R03AK(Adrenergics and other drugs for obstructive airway diseases),ATC:R03CK(Adrenergics and other drugs for obstructive airway diseases)
PA164712320	Agents Acting On The Renin-angiotensin System	RAAS acting drugs			Drug Class			No	ATC:C09(Agents Acting On The Renin-angiotensin System)
PA164712321	Agents Against Amoebiasis And Other Protozoal Diseases				Drug Class			No	ATC:P01A(Agents Against Amoebiasis And Other Protozoal Diseases)
PA164712322	Agents Against Leishmaniasis And Trypanosomiasis				Drug Class			No	ATC:P01C(Agents Against Leishmaniasis And Trypanosomiasis)
PA164712323	Agents For Treatment Of Hemorrhoids And				Drug Class			No	ATC:C05A(Agents For Treatment Of Hemorrhoids And)
PA164712324	Aldehydes and derivatives				Drug Class			No	ATC:N05CC(Aldehydes and derivatives)
PA164712325	Aldose reductase inhibitors				Drug Class			No	ATC:A10XA(Aldose reductase inhibitors)
PA164712326	Aldosterone antagonists				Drug Class			No	ATC:C03DA(Aldosterone antagonists),NDFRT:N0000011310(Aldosterone Antagonists [MoA]),UMLS:C2757004(Aldosterone Antagonists [MoA])
PA164712327	Alimentary Tract And Metabolism				Drug Class			No	ATC:A(Alimentary Tract And Metabolism)
PA164712328	Alkaloids, excl. rauwolfia				Drug Class			No	ATC:C02KA(Alkaloids, excl. rauwolfia)
PA164712329	Alkaloids, excl. rauwolfia, in combination with diuretics				Drug Class			No	ATC:C02LK(Alkaloids, excl. rauwolfia, in combination with diuretics)
PA164712330	Alkyl sulfonates				Drug Class			No	ATC:L01AB(Alkyl sulfonates),NDFRT:N0000007506(Alkanesulfonates [Chemical/Ingredient]),UMLS:C0002072(Alkanesulfonates [Chemical/Ingredient])
PA164712331	Alkylating Agents				Drug Class			No	ATC:L01A(Alkylating Agents)
PA164712332	All Other Non-therapeutic Products	All Other Non-therapeutic Products			Drug Class			No	ATC:V07(All Other Non-therapeutic Products),ATC:V07A(All Other Non-therapeutic Products)
PA164712334	All Other Therapeutic Products	All Other Therapeutic Products			Drug Class			No	ATC:V03(All Other Therapeutic Products),ATC:V03A(All Other Therapeutic Products)
PA164712336	Allergen extracts				Drug Class			No	ATC:V01AA(Allergen extracts)
PA164712337	Allergens	Allergens			Drug Class			No	ATC:V01(Allergens),ATC:V01A(Allergens),NDFRT:N0000171131(Allergens [Chemical/Ingredient]),UMLS:C0002092(Allergens [Chemical/Ingredient])
PA164712339	Alpha and beta blocking agents				Drug Class			No	ATC:C07AG(Alpha and beta blocking agents)
PA164712340	Alpha and beta blocking agents and other diuretics				Drug Class			No	ATC:C07CG(Alpha and beta blocking agents and other diuretics)
PA164712341	Alpha and beta blocking agents and thiazides				Drug Class			No	ATC:C07BG(Alpha and beta blocking agents and thiazides)
PA164712342	Alpha glucosidase inhibitors				Drug Class			No	ATC:A10BF(Alpha glucosidase inhibitors),NDFRT:N0000000166(alpha Glucosidase Inhibitors [MoA]),UMLS:C2756986(alpha Glucosidase Inhibitors [MoA])
PA164712343	Alpha- and beta-adrenoreceptor agonists				Drug Class			No	ATC:R03CA(Alpha- and beta-adrenoreceptor agonists)
PA164712344	Alpha-adrenoreceptor antagonists				Drug Class			No	ATC:C02CA(Alpha-adrenoreceptor antagonists),ATC:G04CA(Alpha-adrenoreceptor antagonists)
PA164712346	Alpha-adrenoreceptor antagonists and diuretics				Drug Class			No	ATC:C02LE(Alpha-adrenoreceptor antagonists and diuretics)
PA164712347	Aluminium agents				Drug Class			No	ATC:D08AB(Aluminium agents)
PA164712348	Aluminium compounds				Drug Class			No	ATC:A02AB(Aluminium compounds)
PA164712349	Amides				Drug Class			No	ATC:N01BB(Amides),NDFRT:N0000007681(Amides [Chemical/Ingredient]),UMLS:C0002482(Amides [Chemical/Ingredient])
PA164712351	Amino acids and derivatives				Drug Class			No	ATC:A16AA(Amino acids and derivatives)
PA164712352	Amino acids, incl. combinations with polypeptides				Drug Class			No	ATC:V06DD(Amino acids, incl. combinations with polypeptides)
PA164712353	Amino acids/carbohydrates/minerals/vitamins, combinations				Drug Class			No	ATC:V06DE(Amino acids/carbohydrates/minerals/vitamins, combinations)
PA164712354	Aminoalkyl ethers				Drug Class			No	ATC:R06AA(Aminoalkyl ethers)
PA164712355	Aminoquinolines				Drug Class			No	ATC:P01BA(Aminoquinolines),NDFRT:N0000007864(Aminoquinolines [Chemical/Ingredient]),UMLS:C0002588(Aminoquinolines [Chemical/Ingredient])
PA164712356	Aminosalicylic acid and derivatives				Drug Class			No	ATC:J04AA(Aminosalicylic acid and derivatives)
PA164712357	Aminosalicylic acid and similar agents				Drug Class			No	ATC:A07EC(Aminosalicylic acid and similar agents)
PA164712358	Amphenicols	Amphenicols			Drug Class			No	ATC:J01B(Amphenicols),ATC:J01BA(Amphenicols),NDFRT:N0000175479(Amphenicols [Chemical/Ingredient]),UMLS:C2266957(Amphenicols [Chemical/Ingredient])
PA164712360	Anabolic Agents For Systemic Use				Drug Class			No	ATC:A14(Anabolic Agents For Systemic Use)
PA164712361	Anabolic Steroids				Drug Class			No	ATC:A14A(Anabolic Steroids)
PA164712362	Analgesics				Drug Class	clinicalTrials:NCT01809106		No	ATC:N02(Analgesics),NDFRT:N0000029133([CN100] ANALGESICS),UMLS:C0002771([CN100] ANALGESICS)
PA164712363	Analgesics and anesthetics				Drug Class			No	ATC:S02DA(Analgesics and anesthetics)
PA164712364	Androgen, progestogen and estrogen in combination				Drug Class			No	ATC:G03EB(Androgen, progestogen and estrogen in combination)
PA164712365	Androgens And Female Sex Hormones In Combination				Drug Class			No	ATC:G03E(Androgens And Female Sex Hormones In Combination)
PA164712366	Androgens and female sex hormones in combination with other drugs				Drug Class			No	ATC:G03EK(Androgens and female sex hormones in combination with other drugs)
PA164712367	Androstan derivatives				Drug Class			No	ATC:A14AA(Androstan derivatives)
PA164712368	Angiotensin II antagonists and calcium channel blockers				Drug Class			No	ATC:C09DB(Angiotensin II antagonists and calcium channel blockers)
PA164712369	Angiotensin II antagonists and diuretics				Drug Class			No	ATC:C09DA(Angiotensin II antagonists and diuretics)
PA164712371	Angiotensin II Antagonists, Combinations				Drug Class			No	ATC:C09D(Angiotensin Ii Antagonists, Combinations)
PA164712372	Angiotensin II Antagonists	Angiotensin II antagonists, plain			Drug Class			No	ATC:C09C(Angiotensin Ii Antagonists, Plain),ATC:C09CA(Angiotensin II antagonists, plain)
PA164712373	Anilides				Drug Class			No	ATC:N02BE(Anilides),NDFRT:N0000007515(Anilides [Chemical/Ingredient]),UMLS:C0003035(Anilides [Chemical/Ingredient])
PA164712374	Antacids with antiflatulents				Drug Class			No	ATC:A02AF(Antacids with antiflatulents)
PA164712375	Antacids with antispasmodics				Drug Class			No	ATC:A02AG(Antacids with antispasmodics)
PA164712376	Antacids with sodium bicarbonate				Drug Class			No	ATC:A02AH(Antacids with sodium bicarbonate)
PA164712377	Antacids, other combinations				Drug Class			No	ATC:A02AX(Antacids, other combinations)
PA164712378	Anterior Pituitary Lobe Hormones And Analogues				Drug Class			No	ATC:H01A(Anterior Pituitary Lobe Hormones And Analogues)
PA164712379	Anthelmintics				Drug Class			No	ATC:P02(Anthelmintics),NDFRT:N0000029099([AP200] ANTHELMINTICS),UMLS:C0003158([AP200] ANTHELMINTICS)
PA164712380	Anthrax vaccines				Drug Class			No	ATC:J07AC(Anthrax vaccines),NDFRT:N0000170890(Anthrax Vaccines [Chemical/Ingredient]),UMLS:C0358297(Anthrax Vaccines [Chemical/Ingredient])
PA164712381	Anti-acne Preparations				Drug Class			No	ATC:D10(Anti-acne Preparations)
PA164712382	Anti-acne Preparations For Systemic Use				Drug Class			No	ATC:D10B(Anti-acne Preparations For Systemic Use)
PA164712383	Anti-acne Preparations For Topical Use				Drug Class			No	ATC:D10A(Anti-acne Preparations For Topical Use)
PA164712384	Anti-androgens				Drug Class			No	ATC:L02BB(Anti-androgens)
PA164712385	Anti-dementia Drugs				Drug Class			No	ATC:N06D(Anti-dementia Drugs)
PA164712386	Anti-estrogens				Drug Class			No	ATC:L02BA(Anti-estrogens)
PA164712387	Anti-gonadotropin-releasing hormones				Drug Class			No	ATC:H01CC(Anti-gonadotropin-releasing hormones)
PA164712388	Anti-parathyroid Agents				Drug Class			No	ATC:H05B(Anti-parathyroid Agents)
PA164712389	Anti-parkinson Drugs				Drug Class			No	ATC:N04(Anti-parkinson Drugs)
PA164712390	Antiadrenal Preparations				Drug Class			No	ATC:H02C(Antiadrenal Preparations)
PA164712391	Antiadrenergic Agents, Centrally Acting				Drug Class			No	ATC:C02A(Antiadrenergic Agents, Centrally Acting)
PA164712392	Antiadrenergic Agents, Ganglion-blocking				Drug Class			No	ATC:C02B(Antiadrenergic Agents, Ganglion-blocking)
PA164712393	Antiadrenergic Agents, Peripherally Acting				Drug Class			No	ATC:C02C(Antiadrenergic Agents, Peripherally Acting)
PA164712394	Antiallergic agents, excl. corticosteroids				Drug Class			No	ATC:A07EB(Antiallergic agents, excl. corticosteroids),ATC:R01AC(Antiallergic agents, excl. corticosteroids),ATC:R03BC(Antiallergic agents, excl. corticosteroids)
PA164712397	Antiandrogens				Drug Class			No	ATC:G03H(Antiandrogens)
PA164712398	Antiandrogens and estrogens				Drug Class			No	ATC:G03HB(Antiandrogens and estrogens)
PA164712399	Antiandrogens, plain				Drug Class			No	ATC:G03HA(Antiandrogens, plain)
PA164712400	Antianemic Preparations				Drug Class			No	ATC:B03(Antianemic Preparations)
PA164712401	Antiarrhythmics, class III				Drug Class			No	ATC:C01BD(Antiarrhythmics, class III)
PA164712402	Antiarrhythmics, class Ia				Drug Class			No	ATC:C01BA(Antiarrhythmics, class Ia)
PA164712403	Antiarrhythmics, class Ib				Drug Class			No	ATC:C01BB(Antiarrhythmics, class Ib)
PA164712404	Antiarrhythmics, class Ic				Drug Class			No	ATC:C01BC(Antiarrhythmics, class Ic)
PA164712405	Antibacterials For Systemic Use				Drug Class			No	ATC:J01(Antibacterials For Systemic Use)
PA164712406	Antibiotics				Drug Class			No	ATC:A07AA(Antibiotics),ATC:C05AB(Antibiotics),ATC:D01AA(Antibiotics),ATC:G01AA(Antibiotics),ATC:J02AA(Antibiotics),ATC:J04AB(Antibiotics),ATC:R02AB(Antibiotics),ATC:S01AA(Antibiotics)
PA164712414	Antibiotics And Chemotherapeutics For Dermatological Use				Drug Class			No	ATC:D06(Antibiotics And Chemotherapeutics For Dermatological Use)
PA164712415	Antibiotics And Chemotherapeutics, Combinations				Drug Class			No	ATC:D06C(Antibiotics And Chemotherapeutics, Combinations)
PA164712416	Antibiotics For Topical Use				Drug Class			No	ATC:D06A(Antibiotics For Topical Use)
PA164712417	Antibiotics and corticosteroids				Drug Class			No	ATC:G01BA(Antibiotics and corticosteroids)
PA164712418	Anticestodals				Drug Class			No	ATC:P02D(Anticestodals)
PA164712419	Anticholinergic Agents				Drug Class			No	ATC:N04A(Anticholinergic Agents)
PA164712420	Anticholinergics				Drug Class			No	ATC:R03BB(Anticholinergics),ATC:S01FA(Anticholinergics)
PA164712423	Anticholinesterases	Anticholinesterases			Drug Class			No	ATC:N06DA(Anticholinesterases),ATC:N07AA(Anticholinesterases)
PA164712424	Anticorticosteroids				Drug Class			No	ATC:H02CA(Anticorticosteroids)
PA164712425	Antidepressants in combination with psycholeptics				Drug Class			No	ATC:N06CA(Antidepressants in combination with psycholeptics)
PA164712426	Antidiarrheal Microorganisms	Antidiarrheal microorganisms			Drug Class			No	ATC:A07F(Antidiarrheal Microorganisms),ATC:A07FA(Antidiarrheal microorganisms)
PA164712428	Antidiarrheals, Intestinal Antiinflammatory/antiinfective				Drug Class			No	ATC:A07(Antidiarrheals, Intestinal Antiinflammatory/antiinfective)
PA164712429	Antidotes				Drug Class			No	ATC:V03AB(Antidotes)
PA164712431	Antiemetics And Antinauseants	Antiemetics And Antinauseants			Drug Class			No	ATC:A04(Antiemetics And Antinauseants),ATC:A04A(Antiemetics And Antinauseants)
PA164712433	Antifibrinolytics				Drug Class			No	ATC:B02A(Antifibrinolytics)
PA164712434	Antifungals For Dermatological Use				Drug Class			No	ATC:D01(Antifungals For Dermatological Use)
PA164712435	Antifungals For Systemic Use	Antifungals for systemic use			Drug Class			No	ATC:D01B(Antifungals For Systemic Use),ATC:D01BA(Antifungals for systemic use)
PA164712436	Antifungals For Topical Use				Drug Class			No	ATC:D01A(Antifungals For Topical Use)
PA164712438	Antigonadotropins and similar agents				Drug Class			No	ATC:G03XA(Antigonadotropins and similar agents)
PA164712440	Antigout Preparations	Antigout Preparations			Drug Class			No	ATC:M04(Antigout Preparations),ATC:M04A(Antigout Preparations)
PA164712441	Antigrowth hormones				Drug Class			No	ATC:H01CB(Antigrowth hormones)
PA164712442	Antihemorrhagics				Drug Class			No	ATC:B02(Antihemorrhagics),NDFRT:N0000029112([BL116] ANTIHEMORRHAGICS),UMLS:C0085824([BL116] ANTIHEMORRHAGICS)
PA164712443	Antihidrotics				Drug Class			No	ATC:D11AA(Antihidrotics)
PA164712444	Antihistamines For Systemic Use	antihistamines for systemic use			Drug Class			No	ATC:D04AA(Antihistamines for topical use),ATC:R06(Antihistamines For Systemic Use),ATC:R06A(Antihistamines For Systemic Use)
PA164712445	Antihypertensives				Drug Class			No	ATC:C02(Antihypertensives)
PA164712446	Antihypertensives And Diuretics In Combination				Drug Class			No	ATC:C02L(Antihypertensives And Diuretics In Combination)
PA164712447	Antiinfectives	Antiinfectives			Drug Class			No	ATC:B05CA(Antiinfectives),ATC:S01A(Antiinfectives),ATC:S02A(Antiinfectives),ATC:S02AA(Antiinfectives),ATC:S03A(Antiinfectives),ATC:S03AA(Antiinfectives)
PA164712453	Antiinfectives And Antiseptics, Excl. Combinations				Drug Class			No	ATC:G01A(Antiinfectives And Antiseptics, Excl. Combinations)
PA164712454	Antiinfectives For Systemic Use				Drug Class			No	ATC:J(Antiinfectives For Systemic Use)
PA164712455	Antiinfectives and antiseptics for local oral treatment				Drug Class			No	ATC:A01AB(Antiinfectives and antiseptics for local oral treatment)
PA164712456	Antiinfectives for treatment of acne				Drug Class			No	ATC:D10AF(Antiinfectives for treatment of acne)
PA164712457	Antiinfectives/antiseptics In Combination With Corticosteroids				Drug Class			No	ATC:G01B(Antiinfectives/antiseptics In Combination With Corticosteroids)
PA164712458	Antiinflammatory Agents				Drug Class			No	ATC:S01B(Antiinflammatory Agents),ATC:V10A(Antiinflammatory Agents)
PA164712460	Antiinflammatory Agents And Antiinfectives In Combination				Drug Class			No	ATC:S01C(Antiinflammatory Agents And Antiinfectives In Combination)
PA164712461	Antiinflammatory And Antirheumatic Products				Drug Class			No	ATC:M01(Antiinflammatory And Antirheumatic Products)
PA164712462	Antiinflammatory agents, non-steroids	NSAID,NSAIDs			Drug Class			No	ATC:S01BC(Antiinflammatory agents, non-steroids)
PA164712463	Antiinflammatory agents, non-steroids and antiinfectives in combination				Drug Class			No	ATC:S01CC(Antiinflammatory agents, non-steroids and antiinfectives in combination)
PA164712464	Antiinflammatory preparations, non-steroids for topical use				Drug Class			No	ATC:M02AA(Antiinflammatory preparations, non-steroids for topical use)
